NTP,tRNA,Amino Acids,Creatine_Phosphate,Pyrophosphate,Creatine,TL Enzymes
2100.0,1.0,240.0,5000.0,1.0,0.3,5.4
300.0,1.0,60.0,2000.0,0.8,0.7,5.4
300.0,2.0,0.0,5000.0,0.3,1.0,4.800000000000001
2100.0,0.5,240.0,3500.0,0.7,0.7,3.5999999999999996
3000.0,1.5,120.0,4500.0,0.2,0.3,4.199999999999999
600.0,4.0,180.0,4000.0,0.9,0.3,6.0
0.0,0.0,60.0,5000.0,0.7,1.0,1.2000000000000002
1800.0,1.0,240.0,2000.0,0.1,0.9,4.800000000000001
2100.0,1.5,0.0,4000.0,1.0,0.6,3.0
2100.0,1.5,240.0,1000.0,0.9,1.0,5.4
3000.0,5.0,420.0,5000.0,0.9,0.0,4.800000000000001
2700.0,1.5,420.0,4500.0,1.0,0.0,4.800000000000001
2700.0,2.5,120.0,5000.0,1.0,0.6,6.0
3000.0,2.5,180.0,4500.0,1.0,0.3,4.800000000000001
2700.0,1.5,360.0,4500.0,1.0,0.0,3.5999999999999996
2700.0,3.0,480.0,3000.0,0.7,0.0,6.0
3000.0,2.5,120.0,5000.0,0.9,0.2,3.5999999999999996
2400.0,4.0,60.0,5000.0,0.6,0.1,4.800000000000001
3000.0,1.5,120.0,4500.0,0.1,1.0,6.0
3000.0,1.0,600.0,2500.0,1.0,0.0,1.7999999999999998
